gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text
male,/* good taste / bad faith in indie music & more */ pocket PR / booking Ã  la carte,0084B4,https://pbs.twimg.com/profile_images/571781825238052865/-w16l3ZI_normal.jpeg,BDDCAD,".@EL__VY ""Need A Friend"" video directed by Tom Berninger https://t.co/dzIzXzBb66 from ""Return to the Moon"" out Friday on @4AD_Official",/ good taste bad faith in indie music more pocket pr booking ÏÍ la carte,.@el__vy need a friend video directed by tom berninger https://t.co/dzizxzbb66 from return to the moon out friday on 4ad_official
male,VP of Operations & Co-Owner of http://t.co/OCmC8TkR Business Connoisseur/Sports & Film Savant/Gentleman of Lesuire,0084B4,https://pbs.twimg.com/profile_images/1113911015/290171198_normal.jpg,FFFFFF,the truth behind the Nas vs Nature Beef https://t.co/JqJ3oFj1d4 via @YouTube #nas #queensbridge #hiphop @djvlad #tmz #rapbeef,vp of operations co-owner of http://t.co/ocmc8tkr business connoisseur/sports film savant/gentleman of lesuire,the truth behind the nas vs nature beef https://t.co/jqj3ofj1d4 via youtube nas queensbridge hiphop djvlad tmz rapbeef
male,"Christian, Husband and father of 2. Farmer and owner of Carolina Irrigation Solutions. Love all things outdoors. HHS 95 Clemson 99. Hartsville SC F3 Green Acres",0084B4,https://pbs.twimg.com/profile_images/637781174501416960/ETqd04Ql_normal.jpg,C0DEED,@F3Hartsville great news! Nothing torn in my knee just a bad sprain. Should be better in a couple weeks. Thx for all the prayers it worked,christian husband and father of 2 farmer and owner of carolina irrigation solutions love all things outdoors hhs 95 clemson 99 hartsville sc f3 green acres,@f3hartsville great news nothing torn in my knee just a bad sprain should be better in a couple weeks thx for all the prayers it worked
male,"Retired FIRST RESPONDER, INSTRUCTOR,  with several Unusual Expertise. Believe in GOD & COUNTRY, SUPPORTING ALL LEO'S, FDs & EMSs.",0084B4,https://pbs.twimg.com/profile_images/444723334300061697/MRhbCTzX_normal.jpeg,C0DEED,@JodiJ_in_LA @BlueAlertUs ...I blocked him. He argues with me all the time.,retired first responder instructor with several unusual expertise believe in god country supporting all leo's fds emss.,@jodij_in_la bluealertus ..i blocked him he argues with me all the time.
male,Subtle joke was subtle.,990000,https://pbs.twimg.com/profile_images/602591238106251265/10b9o9Bq_normal.jpg,DFDFDF,@A_B_Allen Yeah. I already wear this on election day but I need the Fudge button to even things up. https://t.co/q9olzgdQa0,subtle joke was subtle.,@a_b_allen yeah i already wear this on election day but i need the fudge button to even things up https://t.co/q9olzgdqa0
female,"Conservative independent granny, protecting and securing granddaughter's future.",FF0000,https://pbs.twimg.com/profile_images/631579410936692736/wKOrKUGb_normal.jpg,F2E195,Looming Fallout https://t.co/9UBQJwSmVm STUPID PPL VOTED FOR THE STUPID PARTY @THEDEMOCRATS @POTUS,conservative independent granny protecting and securing granddaughter's future.,looming fallout https://t.co/9ubqjwsmvm stupid ppl voted for the stupid party thedemocrats potus
female,New twitter. Dont follow me. IG: @babyels,0084B4,https://pbs.twimg.com/profile_images/631542954373459968/lKap6chq_normal.jpg,C0DEED,Ben Carson &amp; Bernie Sanders are definitely catching my interest more than the rest.,new twitter dont follow me ig babyels,ben carson amp bernie sanders are definitely catching my interest more than the rest.
male,"Grumpy, moaning git (least Im honest!) Sufferer of @LutonTown, @NorthantsCCC & horse racing. Tweets may contain sarcasm & shouldn't be taken too seriously.",CC4A33,https://pbs.twimg.com/profile_images/546668986176266240/Pv1TcB1j_normal.jpeg,DBE9ED,The way this season has gone so far. I don't look forward to any game Regardless of the opposition. It's a bit of chore really.,grumpy moaning git least im honest! sufferer of lutontown northantsccc horse racing tweets may contain sarcasm shouldn't be taken too seriously.,the way this season has gone so far i don't look forward to any game regardless of the opposition it's a bit of chore really.
female,"19 days until #MadeInTheAM #PerfectIsPerfect
@Harry_Styles is bÃ_",0084B4,https://pbs.twimg.com/profile_images/653854290348535808/arodlMK3_normal.jpg,C0DEED,"@Harry_Styles Hi H
I love you very much. You're amazing.
Can you follow me please? It's just 2 seconds.. âœŒ
All the love xx âù_
â€¢8,181",19 days until madeintheam perfectisperfect harry_styles is bÏ_,"@harry_styles hi h i love you very much you're amazing can you follow me please it's just 2 seconds. ÔÓ all the love xx ù_ ˚¢8,181"
female,"similar to Mother Nature but not // you've got your demons and darling, they all look like me",0084B4,https://pbs.twimg.com/profile_images/658207577524727808/RLFhn-W0_normal.jpg,C0DEED,I had the worst anxiety attack of my life today lmao,similar to mother nature but not you've got your demons and darling they all look like me,i had the worst anxiety attack of my life today lmao
male,The way we broke people like saying -money isnt everything-,0084B4,https://pbs.twimg.com/profile_images/656132827466043392/lah7uPJ1_normal.jpg,C0DEED,"@MsKgothatso_ after seeing the person i be like ""ahhh konje"" then memories come back. The good and bad",the way we broke people like saying money isnt everything-,@mskgothatso_ after seeing the person i be like ahhh konje then memories come back the good and bad
male,19. Snapchat - mickyystl Instagram - Mickystl_,00070A,https://pbs.twimg.com/profile_images/638382129701879808/CFGHnSCv_normal.jpg,FFFFFF,Blacker than your Dads burned bbq chicken when he blacked out in the garden from sipping black label carling @JmeBBK,19 snapchat mickyystl instagram mickystl_,blacker than your dads burned bbq chicken when he blacked out in the garden from sipping black label carling jmebbk
male,Even when the night changes. It will never change my love for One Directionâ™¡ âˆ_ â€” âù¥â’¶â“Åâ“Å â“‰â’_â’º â“Åâ“„â“‹â’ºâù¥,ABB8C2,https://pbs.twimg.com/profile_images/635451741643898880/PeLy78Ac_normal.png,FFFFFF,"centotto
@onedirection Artist Of The Year #AMAs",even when the night changes it will never change my love for one directionâ™· ˆ_ ˚Û ù¥âı¶âÚÅâÚ Ú‰âı_âıº ÚÅâÚ„âÚ¸âıºâù¥,centotto onedirection artist of the year amas
female,20. lame. iced coffee lover.,05F5C5,https://pbs.twimg.com/profile_images/646940500776251392/vJd08TCz_normal.jpg,FFFFFF,"@CorsoJo yes! And at the hotel I'm looking at, the room is like 120 dollars and the room can hold 4 people",20 lame iced coffee lover.,@corsojo yes and at the hotel i'm looking at the room is like 120 dollars and the room can hold 4 people
female,The greatest pleasure in life is doing what people say you cannot do. snapchat: ana-blanco,0084B4,https://pbs.twimg.com/profile_images/657561378085957633/NelI28-o_normal.jpg,C0DEED,Just came across my @MAGCONTOUR shirt lol even tho I didn't go to the event,the greatest pleasure in life is doing what people say you cannot do snapchat ana-blanco,just came across my magcontour shirt lol even tho i didn't go to the event
female,Tortured Philly fan.,3DBDEB,https://pbs.twimg.com/profile_images/641737215677177856/ymw4sMdr_normal.jpg,FFFFFF,@Thereal_Blittle no I posted this because the federal reserve wasn't even established when Lincoln was president. #HistoryNerdProbs,tortured philly fan.,@thereal_blittle no i posted this because the federal reserve wasn't even established when lincoln was president historynerdprobs
female,"passionate about people. creator of the InterPlay Inspiration Deck #IID, artist, visionary, movement and breath missionary: seeking beauty everywhere!",8C0707,https://pbs.twimg.com/profile_images/378800000410423769/29ad7a977c68a75f32039355f58a41b2_normal.jpeg,BF0606,The inspirational women Daily is out! https://t.co/mrg6eJl3cg,passionate about people creator of the interplay inspiration deck iid artist visionary movement and breath missionary seeking beauty everywhere!,the inspirational women daily is out https://t.co/mrg6ejl3cg
male,How do i know what i dont know?,0084B4,https://pbs.twimg.com/profile_images/653155016568643584/x6JBPYHC_normal.jpg,C0DEED,Those two are probably the most loved in-screen child soldiers in history,how do i know what i dont know?,those two are probably the most loved in-screen child soldiers in history
male,"Amazing singer, incredible dancer, enough about me.",0084B4,https://pbs.twimg.com/profile_images/644943418645458945/eKEVkQ5z_normal.jpg,C0DEED,"I heard a gun shot and the students reply was ""Happpy"" lol",amazing singer incredible dancer enough about me.,i heard a gun shot and the students reply was happpy lol
female,"Legacy Pros LLC.
@legacypro90",0084B4,https://pbs.twimg.com/profile_images/608026319692152832/WSm8fxEE_normal.jpg,C0DEED,"IT'S FINALLY HERE!! Check out Jordan York's New Release The ""PITTSBURGH SONG""
This one's for you PITTSBURGH!!... https://t.co/tW1CHL5bm0",legacy pros llc legacypro90,it's finally here! check out jordan york's new release the pittsburgh song this one's for you pittsburgh!!.. https://t.co/tw1chl5bm0
female,"Love 2 reads PHR pocketbuks & Wattpad stories..  
I love Sarah Geronimo & Erik Santos...",19B0A8,https://pbs.twimg.com/profile_images/658189766131851264/UN0F-7pq_normal.jpg,333333,"Love is not about finding the right person, it's learning to love the person you found.
#PushAwardsPopsters",love 2 reads phr pocketbuks wattpad stories. i love sarah geronimo erik santos...,love is not about finding the right person it's learning to love the person you found pushawardspopsters
male,"Senior at Iowa State University. Multimedia reporter for Cyclone Fanatic. Started as the intern, now we're here. Love sports, rap music and the fullback trap.",0084B4,https://pbs.twimg.com/profile_images/638765145045508096/B0zkycJQ_normal.jpg,FFFFFF,Coming off bye week to record The Seniors w/ @ROBWGRAY at 3:30. Will be good to get the squad back together.,senior at iowa state university multimedia reporter for cyclone fanatic started as the intern now we're here love sports rap music and the fullback trap.,coming off bye week to record the seniors w robwgray at 3:30 will be good to get the squad back together.
male,My Single Bandz On iTunes - https://t.co/3QCK6Cafns Model Submissions/Features/Bookings - JRMBookings@yahoo.com http://t.co/OIAI5ZBoC9 Snapchat - joshrosimusic,0084B4,https://pbs.twimg.com/profile_images/655511587013443585/kSJC674E_normal.jpg,FFFFFF,Do you like the new face filters on snapchat,my single bandz on itunes https://t.co/3qck6cafns model submissions/features/bookings jrmbookings@yahoo.com http://t.co/oiai5zboc9 snapchat joshrosimusic,do you like the new face filters on snapchat
female,I am me and that is who I want to be I wont change for anyone,FF0000,https://pbs.twimg.com/profile_images/654759175029788672/eS8GzaD4_normal.jpg,65B0DA,@LaughWithUsBlog A5 Keep tabs on the kids  #TreatYourFamily,i am me and that is who i want to be i wont change for anyone,@laughwithusblog a5 keep tabs on the kids #treatyourfamily
male,"Been through a lot, but won't use it as an excuse not to be better. I choose to rise above.",D60D0D,https://pbs.twimg.com/profile_images/1902602424/162684_165363663505190_103317183043172_300332_2177022_n_normal.jpg,C0DEED,"""Discipline starts every day when the first alarm clock goes off in the morning,"" he writes. ""I say 'first alarm... https://t.co/Lye6mFSkBe",been through a lot but won't use it as an excuse not to be better i choose to rise above.,"""discipline starts every day when the first alarm clock goes off in the morning, he writes i say first alarm.. https://t.co/lye6mfskbe"
male,Writer. Musician. Long-suffering Eagles Fan. Advocate of all things Aaron Sorkin.,0084B4,https://pbs.twimg.com/profile_images/641307310124605440/4SI8k8Ij_normal.jpg,C0DEED,"@TheOnlyRyann For all of your contributions, thank you. That was one of the best experiences I've ever had",writer musician long-suffering eagles fan advocate of all things aaron sorkin.,@theonlyryann for all of your contributions thank you that was one of the best experiences i've ever had
female,I'm the anchor and producer of My News at Nine for @1011_News in #LNK,0084B4,https://pbs.twimg.com/profile_images/455904408803368960/4700a51t_normal.jpeg,FFFFFF,Lunch is served! @Chickfila_LNK stopped by the newsroom! https://t.co/nVeshYsMMu,i'm the anchor and producer of my news at nine for 1011_news in lnk,lunch is served chickfila_lnk stopped by the newsroom https://t.co/nveshysmmu
male,"short, fat, ugly Yorkshireman far too obsessed with rubbish football and quality ales",FA743E,https://pbs.twimg.com/profile_images/657593730262630401/30W6ahKq_normal.png,FFFFFF,@dantecomms with a 94th minute away winner in the replay #groan,short fat ugly yorkshireman far too obsessed with rubbish football and quality ales,@dantecomms with a 94th minute away winner in the replay groan
male,baby we could be enough.,0084B4,https://pbs.twimg.com/profile_images/657701030323425280/mkza6-MW_normal.jpg,C0DEED,"@Harry_Styles
your beautiful voice never
fails to amaze me. i'm so
excited for the new album
mind following me please?
I love you_Ÿçƒ_Ÿç‚_ŸçÅâ€”171.055",baby we could be enough.,@harry_styles your beautiful voice never fails to amaze me i'm so excited for the new album mind following me please i love you_˘ç‰_˘ç‚_˘çÅâ˚Û171.055
female,President of Pee Club and weed-selling meme. I don't suck Stalin's dick. I get hacked by @utau_kikachu lel || #BOT by @yarndere,A84F70,https://pbs.twimg.com/profile_images/569358829427490816/RugRBWrh_normal.png,C0DEED,the amount of money people are willing to pay for my weed brownies is rad B^),president of pee club and weed-selling meme i don't suck stalin's dick i get hacked by utau_kikachu lel bot by yarndere,the amount of money people are willing to pay for my weed brownies is rad b^)
female,FOLLOWED BY @Arsenal,2FC2EF,https://pbs.twimg.com/profile_images/655334404273868801/SvibW_84_normal.jpg,181A1E,Don't confuse the people who are always around with the people who are always there for you.,followed by arsenal,don't confuse the people who are always around with the people who are always there for you.
male,"Follower of Christ, husband to Brittany, Asst. Prof. of Old Testament and Hebrew at @LA_College, Assoc. Editor for @_JESOT.",0084B4,https://pbs.twimg.com/profile_images/3461622735/18d7dc5d1ade6dabcc0eeaa64523c3f6_normal.jpeg,C0DEED,"@SLeatherbury @ceturner4 @Bring_TheNoyes Yeah, Turner was like, ""How can I insert myself into this situation in the best way possible?""",follower of christ husband to brittany asst prof of old testament and hebrew at la_college assoc editor for _jesot.,"@sleatherbury ceturner4 bring_thenoyes yeah turner was like how can i insert myself into this situation in the best way possible?"""
male,They call me shirt pants. I rock J's. KCCO. I cover sports for 47ABC.,0084B4,https://pbs.twimg.com/profile_images/656250919630278657/g2bYywtP_normal.jpg,C0DEED,"Kent Island gets back to back corners, their first of the match, but can't convert.",they call me shirt pants i rock j's kcco i cover sports for 47abc.,kent island gets back to back corners their first of the match but can't convert.
male,Thomas Peace is an assistant professor of Canadian History at Huron University College and a founding co-editor @ActiveHist. #CdnHistory,0084B4,https://pbs.twimg.com/profile_images/568125396/Susie_and_Tom_normal.jpg,C0DEED,Looking forward to this afternoon's Derry lecture! Perfect fodder for some of the issues we cover in #HIST1801E! https://t.co/zquHbMLO1h,thomas peace is an assistant professor of canadian history at huron university college and a founding co-editor activehist cdnhistory,looking forward to this afternoon's derry lecture perfect fodder for some of the issues we cover in hist1801e https://t.co/zquhbmlo1h
